,close
495,"[68.04, 68.04]"
496,"[68.04, 68.02]"
497,"[68.02, 67.98]"
498,"[67.98, 67.99]"
499,"[67.99, 67.97]"
500,"[67.97, 67.94]"
501,"[67.94, 67.94]"
502,"[67.94, 67.93]"
503,"[67.93, 67.92]"
504,"[67.92, 67.89]"
505,"[67.89, 67.87]"
506,"[67.87, 67.87]"
507,"[67.87, 67.87]"
508,"[67.87, 67.87]"
509,"[67.87, 67.87]"
510,"[67.87, 67.85]"
511,"[67.85, 67.84]"
512,"[67.84, 67.8]"
513,"[67.8, 67.81]"
514,"[67.81, 67.83]"
515,"[67.83, 67.85]"
516,"[67.85, 67.81]"
517,"[67.81, 67.83]"
518,"[67.83, 67.85]"
519,"[67.85, 67.89]"
520,"[67.89, 67.96]"
521,"[67.96, 67.95]"
522,"[67.95, 67.96]"
523,"[67.96, 67.97]"
524,"[67.97, 68.0]"
525,"[68.0, 68.0]"
526,"[68.0, 67.98]"
527,"[67.98, 67.99]"
528,"[67.99, 68.01]"
529,"[68.01, 68.03]"
530,"[68.03, 68.03]"
531,"[68.03, 67.98]"
532,"[67.98, 67.96]"
533,"[67.96, 67.95]"
534,"[67.95, 67.97]"
535,"[67.97, 67.98]"
536,"[67.98, 67.96]"
537,"[67.96, 67.93]"
538,"[67.93, 67.91]"
539,"[67.91, 67.91]"
540,"[67.91, 67.91]"
541,"[67.91, 67.93]"
542,"[67.93, 67.89]"
543,"[67.89, 67.85]"
544,"[67.85, 67.9]"
545,"[67.9, 67.87]"
546,"[67.87, 67.86]"
547,"[67.86, 67.85]"
548,"[67.85, 67.86]"
549,"[67.86, 67.87]"
550,"[67.87, 67.84]"
551,"[67.84, 67.82]"
552,"[67.82, 67.83]"
553,"[67.83, 67.83]"
554,"[67.83, 67.87]"
555,"[67.87, 67.84]"
556,"[67.84, 67.85]"
557,"[67.85, 67.84]"
558,"[67.84, 67.85]"
559,"[67.85, 67.83]"
560,"[67.83, 67.84]"
561,"[67.84, 67.87]"
562,"[67.87, 67.87]"
563,"[67.87, 67.88]"
564,"[67.88, 67.85]"
565,"[67.85, 67.87]"
566,"[67.87, 67.87]"
567,"[67.87, 67.85]"
568,"[67.85, 67.86]"
569,"[67.86, 67.9]"
570,"[67.9, 67.93]"
571,"[67.93, 67.91]"
572,"[67.91, 67.96]"
573,"[67.96, 67.97]"
574,"[67.97, 67.91]"
575,"[67.91, 67.91]"
576,"[67.91, 67.89]"
577,"[67.89, 67.89]"
578,"[67.89, 67.93]"
579,"[67.93, 67.93]"
580,"[67.93, 67.92]"
581,"[67.92, 67.89]"
582,"[67.89, 67.82]"
583,"[67.82, 67.81]"
584,"[67.81, 67.82]"
585,"[67.82, 67.83]"
586,"[67.83, 67.85]"
587,"[67.85, 67.84]"
588,"[67.84, 67.85]"
589,"[67.85, 67.87]"
590,"[67.87, 67.85]"
591,"[67.85, 67.83]"
592,"[67.83, 67.85]"
593,"[67.85, 67.82]"
594,"[67.82, 67.82]"
595,"[67.82, 67.82]"
596,"[67.82, 67.79]"
597,"[67.79, 67.83]"
598,"[67.83, 67.81]"
599,"[67.81, 67.82]"
600,"[67.82, 67.84]"
601,"[67.84, 67.86]"
602,"[67.86, 67.86]"
603,"[67.86, 67.84]"
604,"[67.84, 67.82]"
605,"[67.82, 67.84]"
606,"[67.84, 67.86]"
607,"[67.86, 67.83]"
608,"[67.83, 67.84]"
609,"[67.84, 67.79]"
610,"[67.79, 67.87]"
611,"[67.87, 67.87]"
612,"[67.87, 67.87]"
613,"[67.87, 67.86]"
614,"[67.86, 67.9]"
615,"[67.9, 67.91]"
616,"[67.91, 67.94]"
617,"[67.94, 67.92]"
618,"[67.92, 67.91]"
619,"[67.91, 67.96]"
620,"[67.96, 67.98]"
621,"[67.98, 67.97]"
622,"[67.97, 67.93]"
623,"[67.93, 67.97]"
624,"[67.97, 68.0]"
625,"[68.0, 67.98]"
626,"[67.98, 68.02]"
627,"[68.02, 68.02]"
628,"[68.02, 68.03]"
629,"[68.03, 68.07]"
630,"[68.07, 68.13]"
631,"[68.13, 68.1]"
632,"[68.1, 68.08]"
633,"[68.08, 68.08]"
634,"[68.08, 68.1]"
635,"[68.1, 68.07]"
636,"[68.07, 68.05]"
637,"[68.05, 68.03]"
638,"[68.03, 68.0]"
639,"[68.0, 67.99]"
640,"[67.99, 68.0]"
641,"[68.0, 67.98]"
642,"[67.98, 68.01]"
643,"[68.01, 67.98]"
644,"[67.98, 67.96]"
645,"[67.96, 67.94]"
646,"[67.94, 68.02]"
647,"[68.02, 68.0]"
648,"[68.0, 68.05]"
649,"[68.05, 68.03]"
650,"[68.03, 68.02]"
651,"[68.02, 68.05]"
652,"[68.05, 68.08]"
